Name,Score,Rank,Type,Episodes,Premiered,Producers,Studios,Genres,Popularity,Members,Favorites,From,To
Scrapped Princess,7.38,2147,TV,24,Spring,"['Kadokawa Shoten', 'A-Line']",['Bones'],"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Comedy']",1952,90828,419,2003-04-08,2003-10-07
Shigurui,7.38,2148,TV,12,Summer,"['Akita Shoten', 'Geneon Universal Entertainment', 'WOWOW']",['Madhouse'],"['Drama', 'Action']",1650,115077,849,2007-07-19,2007-10-11
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.38,2149,Movie,1,,"['Nippon Television Network', 'VAP', 'Toho']",['Pierrot'],"['Drama', 'Fantasy', 'Slice of Life', 'Comedy', 'Romance', 'Ecchi']",6274,8275,26,1996-11-02,1996-11-02
Soukyuu no Fafner: Right of Left - Single Program,7.38,2150,Special,1,,['Starchild Records'],['Xebec'],"['Drama', 'Sci-Fi', 'Action']",4969,14673,26,2005-12-30,2005-12-30
Taiho Shichau zo The Movie,7.38,2151,Movie,1,,"['Victor Entertainment', 'Bandai Visual', 'TBS']",['Studio Deen'],"['Drama', 'Comedy', 'Action']",6273,8283,11,1999-04-29,1999-04-29
Tiger & Bunny Movie 1: The Beginning,7.38,2152,Movie,1,,['Tohokushinsha Film Corporation'],['Sunrise'],"['Mystery', 'Comedy', 'Action']",3997,24597,19,2012-09-22,2012-09-22
Ai no Wakakusa Monogatari,7.38,2153,TV,48,Winter,"['add some', 'None found, ']",['Nippon Animation'],"['Drama', 'Slice of Life']",6263,8311,41,1987-01-11,1987-12-27
Bishoujo Senshi Sailor Moon SuperS Specials,7.38,2154,Special,3,,"['add some', 'None found, ']",['Toei Animation'],['Romance'],4176,22329,17,1995-04-08,1995-04-08
Comic Girls,7.38,2155,TV,12,Spring,"['Sotsu', 'BS11', 'Sony Pictures Entertainment', 'Kansai Telecasting', 'Good Smile Film', 'Chugai Mining', 'My Theater D.D.', 'Houbunsha', 'Frontier Works']",['Nexus'],"['Slice of Life', 'Comedy']",1455,135444,651,2018-04-05,2018-06-21
Deca-Dence,7.38,2156,TV,12,Summer,"['Kadokawa Media House', 'NewGin', 'AT-X', 'BS11', 'Kadokawa']",['Nut'],"['Adventure', 'Sci-Fi', 'Action']",752,279029,841,2020-07-08,2020-09-23
Fate/stay night Movie: Unlimited Blade Works,7.38,2157,Movie,1,,"['KlockWorx', 'CREi', 'Notes', 'Geneon Universal Entertainment', 'TBS', 'Frontier Works']",['Studio Deen'],"['Fantasy', 'Supernatural', 'Action']",986,211639,844,2010-01-23,2010-01-23
Grimm Meisaku Gekijou,7.38,2158,TV,24,Fall,"['add some', 'None found, ']",['Nippon Animation'],"['Adventure', 'Fantasy', 'Comedy']",8072,4433,24,1987-10-21,1988-03-30
Hakata Tonkotsu Ramens,7.38,2159,TV,12,Winter,"['Tokyo MX', 'Sotsu', 'AT-X', 'KlockWorx', 'ASCII Media Works', 'BS11', 'Warner Bros. Japan']",['Satelight'],"['Mystery', 'Action']",1378,145786,607,2018-01-12,2018-03-30
Hiyoko no Basket Movie: Last Game 0401,7.38,2160,ONA,1,,"['add some', 'None found, ']","['add some', 'None found, ']",['Sports'],5724,10331,40,2017-04-01,2017-04-01
Isekai Shokudou,7.38,2161,TV,12,Summer,"['TV Tokyo', 'Avex Pictures', 'Sotsu', 'Crunchyroll', 'flying DOG', 'Dai Nippon Printing', 'Shufunotomo', 'Nikkatsu']",['SILVER LINK.'],"['Fantasy', 'Slice of Life', 'Gourmet']",933,222255,835,2017-07-04,2017-09-19
Karas,7.38,2162,OVA,6,,['Showgate'],['Tatsunoko Production'],"['Fantasy', 'Sci-Fi', 'Action']",2456,62167,308,2005-03-25,2007-10-26
Kekkai Sensen: Ousama no Restaurant no Ousama,7.38,2163,OVA,1,,['TOHO animation'],['Bones'],"['Fantasy', 'Supernatural', 'Comedy', 'Action']",3159,39445,22,2016-06-03,2016-06-03
Kimagure Orange☆Road OVA,7.38,2164,OVA,8,,"['add some', 'None found, ']",['Pierrot'],"['Drama', 'Comedy', 'Romance']",6571,7420,17,1989-03-01,1991-01-18
Kiznaiver,7.38,2165,TV,12,Spring,"['Asahi Broadcasting', 'Movic', 'Crunchyroll', 'Sammy', 'BS11', 'Ultra Super Pictures', 'Aniplex']",['Trigger'],"['Drama', 'Sci-Fi', 'Romance']",246,687782,4767,2016-04-09,2016-06-25
Aikatsu Stars! Movie,7.37,2166,Movie,1,,"['add some', 'None found, ']",['Bandai Namco Pictures'],['Slice of Life'],7601,5186,20,2016-08-13,2016-08-13
Akuyaku Reijou nano de Last Boss wo Kattemimashita,7.37,2167,TV,12,Fall,"['Mainichi Broadcasting System', 'Tokyo MX', 'Bit grooove promotion', 'NetEase', 'Kadokawa', 'bilibili', 'ADK Marketing Solutions', 'WOWOW']",['Maho Film'],"['Fantasy', 'Comedy', 'Romance']",1934,92180,500,2022-10-01,2022-12-10
Bishoujo Senshi Sailor Moon Memorial,7.37,2168,OVA,5,,"['add some', 'None found, ']",['Toei Animation'],['Romance'],4691,17090,34,1998-08-07,1999-05-21
Boku no Hero Academia the Movie 1: Futari no Hero Specials,7.37,2169,Special,2,,"['add some', 'None found, ']",['Bones'],['Action'],1566,122719,156,2019-02-13,2019-02-13
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.37,2170,Special,1,,"['add some', 'None found, ']",['Sunrise'],,7326,5604,8,1999-04-23,1999-04-23
Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,7.37,2171,OVA,1,,"['add some', 'None found, ']",['TMS Entertainment'],"['Mystery', 'Comedy']",4900,15272,1,2006-03-15,2006-03-15
Doraemon,7.37,2172,TV,26,Spring,"['add some', 'None found, ']","['add some', 'None found, ']","['Adventure', 'Fantasy', 'Comedy']",4411,19806,127,1973-04-01,1973-09-30
Fairy Tail Movie 1: Houou no Miko,7.37,2173,Movie,1,,"['TV Tokyo', 'Dentsu']","['Satelight', 'A-1 Pictures']","['Adventure', 'Fantasy', 'Action']",1031,203323,505,2012-08-18,2012-08-18
Fanren Xiu Xian Chuan 2nd Season,7.37,2174,ONA,51,,['bilibili'],"['Wonder Cat Animation', 'Original Force']","['Adventure', 'Fantasy', 'Action']",10828,1627,22,2021-11-14,2022-10-15
Fresh Precure!,7.37,2175,TV,50,Winter,"['add some', 'None found, ']",['Toei Animation'],"['Fantasy', 'Slice of Life', 'Comedy', 'Action']",4889,15348,152,2009-02-01,2010-01-30
Hakuouki,7.37,2176,TV,12,Spring,"['add some', 'None found, ']",['Studio Deen'],"['Drama', 'Supernatural', 'Action']",1267,161644,1892,2010-04-04,2010-06-20
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7.37,2177,OVA,1,,"['add some', 'None found, ']",['Pierrot'],"['Supernatural', 'Comedy']",6865,6638,2,,
Isekai Quartet 2,7.37,2178,TV,12,Winter,['Kadokawa'],['Studio PuYUKAI'],"['Fantasy', 'Comedy']",969,215226,244,2020-01-15,2020-04-01
Kamichu!,7.37,2179,TV,12,Summer,['Aniplex'],"[""Brain's Base""]","['Drama', 'Supernatural', 'Slice of Life', 'Comedy', 'Award Winning']",2540,59134,253,2005-06-29,2005-09-27
Karakuri Zoushi Ayatsuri Sakon,7.37,2180,TV,26,Fall,['WOWOW'],['TMS Entertainment'],"['Mystery', 'Suspense', 'Horror']",5534,11227,55,1999-10-08,2000-03-31
Kaze no Shoujo Emily,7.37,2181,TV,26,Spring,['NHK'],['TMS Entertainment'],['Drama'],6725,6982,25,2007-04-07,2007-09-29
Wu Geng Ji Zhi Tianqi,7.37,2182,ONA,42,,['Tencent Penguin Pictures'],['Sparkly Key Animation Studio'],"['Fantasy', 'Supernatural', 'Action']",9178,2951,9,2017-12-29,2018-10-05
Yomigaeru Sora: Rescue Wings,7.37,2183,TV,12,Winter,"['Imagine', 'Bandai Visual', 'Lantis']",['J.C.Staff'],['Drama'],5104,13667,39,2006-01-09,2006-03-27
Yuuki Yuuna wa Yuusha de Aru,7.37,2184,TV,12,Fall,"['Mainichi Broadcasting System', 'Movic', 'KlockWorx', 'Dentsu', 'Pony Canyon']",['Studio Gokumi'],"['Drama', 'Fantasy', 'Slice of Life']",1381,145190,1271,2014-10-17,2014-12-26
Madang-eul Naon Amtalg,7.37,2185,Movie,1,,"['MK Pictures', 'Myung Films']",['Odolttogi'],"['Adventure', 'Drama', 'Fantasy']",8430,3892,18,2011-07-28,2011-07-28
Minami-ke Natsuyasumi,7.37,2186,OVA,1,,['Starchild Records'],['feel.'],"['Slice of Life', 'Comedy']",4633,17669,5,2013-08-06,2013-08-06
Naruto x UT,7.37,2187,OVA,1,,"['add some', 'None found, ']",['Pierrot'],"['Fantasy', 'Action']",2768,49858,81,2011-01-01,2011-01-01
Nisekoi OVA,7.37,2188,OVA,3,,"['add some', 'None found, ']",['Shaft'],"['Comedy', 'Romance']",1297,157832,129,2014-10-03,2015-04-03
Oruchuban Ebichu,7.37,2189,TV,24,Summer,['Pioneer LDC'],"['Group TAC', 'Gainax']","['Comedy', 'Ecchi']",2797,48789,333,1999-08-01,1999-10-01
Osomatsu-san 3rd Season,7.37,2190,TV,25,Fall,"['TV Tokyo', 'Avex Pictures', 'Rakuonsha', 'Dentsu', 'Daiichi Shokai']",['Pierrot'],['Comedy'],4322,20496,94,2020-10-13,2021-03-30
Otona Joshi no Anime Time,7.37,2191,Special,4,,['NHK'],"['Bones', 'The Answer Studio', 'WAO World', 'Production Reed']","['Drama', 'Romance']",4297,20799,53,2011-01-07,2013-03-24
Quanzhi Fashi III,7.37,2192,ONA,12,,"['Tencent Penguin Pictures', 'China Literature Limited']",['Foch Films'],"['Fantasy', 'Action']",2829,47722,97,2018-10-12,2018-12-22
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.37,2193,TV,12,Winter,"['Toyo Recording', 'ibis Capital Partners', 'SUPA LOVE', 'Flex Comix', 'Kanetsu Investment', 'Hokkaido Cultural Broadcasting', 'BS11', 'Y&N Brothers', 'Yomiuri TV Enterprise']",['Zero-G'],"['Comedy', 'Romance']",684,305292,1077,2020-01-11,2020-03-28
Saiyuuki Reload,7.37,2194,TV,25,Fall,"['add some', 'None found, ']",['Pierrot'],"['Adventure', 'Drama', 'Supernatural', 'Comedy', 'Action']",3446,33354,104,2003-10-02,2004-03-25
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.37,2195,TV,12,Fall,"['Movic', 'TV Aichi', 'Crunchyroll', 'Kadokawa Media House', 'AT-X', 'Bandai Namco Arts', 'Glovision', 'Kadokawa', 'Lantis']","['SILVER LINK.', 'Studio Palette']","['Drama', 'Fantasy', 'Mystery', 'Romance', 'Action']",463,419022,3757,2021-10-06,2021-12-22
Seto no Hanayome OVA Specials,7.37,2196,Special,2,,"['add some', 'None found, ']",['Gonzo'],['Comedy'],5311,12521,2,2008-11-03,2009-01-05
Shakugan no Shana Movie,7.37,2197,Movie,1,,"['ASCII Media Works', 'Geneon Universal Entertainment', 'Showgate']",['J.C.Staff'],"['Fantasy', 'Romance', 'Action']",2477,61439,52,2007-04-21,2007-04-21
Sora no Otoshimono: Project Pink,7.37,2198,OVA,1,,['NTT Docomo'],['AIC ASTA'],"['Supernatural', 'Sci-Fi', 'Comedy', 'Ecchi']",1787,104800,152,2010-09-09,2010-09-09
Soukyuu no Fafner: Dead Aggressor - Exodus,7.37,2199,TV,13,Winter,"['Mainichi Broadcasting System', 'Starchild Records']","['I.Gzwei', 'Xebec']","['Drama', 'Sci-Fi', 'Action']",4255,21241,73,2015-01-09,2015-04-03
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.37,2200,Movie,1,,"['Movic', 'Production I.G', 'KlockWorx', 'King Records']",['Xebec'],"['Drama', 'Sci-Fi', 'Action']",5075,13869,43,2010-12-25,2010-12-25
Taishou Yakyuu Musume.,7.37,2201,TV,12,Summer,"['Movic', 'TBS', 'Lantis']",['J.C.Staff'],"['Sports', 'Comedy']",4396,19917,45,2009-07-03,2009-09-25
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.37,2202,Movie,1,,"['add some', 'None found, ']",['Kyoto Animation'],"['Comedy', 'Romance']",1835,99564,108,2013-09-14,2013-09-14
Tales of Zestiria: Doushi no Yoake,7.37,2203,Special,1,,"['add some', 'None found, ']",['ufotable'],['Fantasy'],3042,41921,57,2014-12-30,2014-12-30
Tennis no Ouji-sama: Sonzoku Yama no Hi,7.37,2204,OVA,1,,"['add some', 'None found, ']",['Production I.G'],['Sports'],4871,15515,21,,
Toaru Majutsu no Index,7.37,2205,TV,24,Fall,"['AT-X', 'ASCII Media Works', 'Kadokawa Contents Gate', 'Geneon Universal Entertainment', 'Square Enix']",['J.C.Staff'],"['Sci-Fi', 'Action']",207,764149,5363,2008-10-05,2009-03-19
Tropical-Rouge! Precure,7.37,2206,TV,46,Winter,"['ABC Animation', 'ADK Emotions']",['Toei Animation'],"['Fantasy', 'Action']",5799,9987,114,2021-02-28,2022-01-30
Kore wa Zombie desu ka?,7.36,2207,TV,12,Winter,"['Kadokawa Shoten', 'AT-X', 'flying DOG', 'KlockWorx', 'Kadokawa Pictures Japan']",['Studio Deen'],"['Supernatural', 'Comedy', 'Ecchi', 'Action']",312,598717,3086,2011-01-11,2011-03-30
Lodoss-tou Senki,7.36,2208,OVA,13,,"['Kadokawa Shoten', 'Marubeni', 'TBS']",['Madhouse'],"['Adventure', 'Fantasy', 'Supernatural', 'Action']",2415,63912,561,1990-06-30,1991-11-23
Mini Dragon,7.36,2209,ONA,13,,"['add some', 'None found, ']",['Kyoto Animation'],['Comedy'],2665,53669,66,2021-04-07,2021-06-30
Net-juu no Susume Special,7.36,2210,Special,1,,"['Crunchyroll SC Anime Fund', 'comico']",['Signal.MD'],"['Comedy', 'Romance']",1837,99527,75,2017-12-08,2017-12-08
Nisekoi:,7.36,2211,TV,12,Spring,"['Shueisha', 'Aniplex']",['Shaft'],"['Comedy', 'Romance']",273,649021,1790,2015-04-10,2015-06-26
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.36,2212,Special,1,,"['add some', 'None found, ']",['J.C.Staff'],"['Comedy', 'Romance']",3770,27887,14,2008-02-16,2008-02-16
Pokemon,7.36,2213,TV,276,Spring,"['TV Tokyo', 'Studio Jack', 'TV Tokyo Music']",['OLM'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",320,587658,4873,1997-04-01,2002-11-14
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,7.36,2214,Movie,1,,['Fuji TV'],['Studio Deen'],"['Adventure', 'Supernatural', 'Comedy', 'Action']",4833,15825,7,1994-08-20,1994-08-20
Re:␣Hamatora,7.36,2215,TV,12,Summer,"['TV Tokyo', 'DIVE II Entertainment', 'Avex Pictures', 'Q-Tec', 'Sotsu', 'AT-X', 'Shueisha', 'NAZ', ""Toy's Factory"", 'DAX Production']",['Lerche'],"['Drama', 'Mystery', 'Comedy']",1263,161780,407,2014-07-08,2014-09-23
Renou Xueyuan,7.36,2216,ONA,10,,"['add some', 'None found, ']","['add some', 'None found, ']",['Comedy'],11691,1166,13,2021-07-10,2021-09-04
s.CRY.ed,7.36,2217,TV,26,Summer,['Yomiko Advertising'],['Sunrise'],"['Adventure', 'Drama', 'Sci-Fi', 'Action']",2107,79521,642,2001-07-04,2001-12-26
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.36,2218,Special,1,,['Aniplex'],['A-1 Pictures'],"['Comedy', 'Romance', 'Ecchi']",1644,115742,131,2017-04-06,2017-04-06
Selector Spread WIXOSS,7.36,2219,TV,12,Fall,"['Magic Capsule', 'Showgate', 'Warner Bros. Japan']",['J.C.Staff'],,2175,75727,232,2014-10-04,2014-12-20
Sketchbook: Full Color's,7.36,2220,TV,13,Fall,"['TYO', 'AT-X', 'Shochiku', 'Mag Garden', 'TV Tokyo Music', 'Media Factory']",['Hal Film Maker'],"['Slice of Life', 'Comedy']",3715,28691,179,2007-10-02,2007-12-25
"Suisei no Gargantia: Meguru Kouro, Haruka",7.36,2221,OVA,2,,['Bandai Visual'],['Production I.G'],"['Adventure', 'Sci-Fi', 'Action']",3137,39920,28,2014-09-27,2015-04-04
Tobe! Isami,7.36,2222,TV,50,Spring,"['add some', 'None found, ']",['Group TAC'],"['Adventure', 'Comedy', 'Romance', 'Action']",9900,2263,10,1995-04-08,1996-03-30
Uchuu no Stellvia,7.36,2223,TV,26,Spring,"['TV Tokyo Music', 'Starchild Records']",['Xebec'],"['Sci-Fi', 'Romance', 'Action']",4096,23373,116,2003-04-03,2003-09-25
Afro Samurai,7.36,2224,TV,5,Spring,"['Victor Entertainment', 'Dentsu', 'Pony Canyon', 'Fuji TV']",['Gonzo'],"['Adventure', 'Action']",586,346402,1750,2007-05-03,2007-05-04
AKB0048,7.36,2225,TV,13,Spring,"['Magic Capsule', 'Starchild Records', 'GANSIS']",['Satelight'],['Sci-Fi'],2526,59609,656,2012-04-29,2012-07-22
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,7.36,2226,OVA,1,,"['add some', 'None found, ']",['J.C.Staff'],"['Slice of Life', 'Comedy']",4874,15476,7,2017-03-29,2017-03-29
Ao no Exorcist: Kyoto Fujouou-hen,7.36,2227,TV,12,Winter,"['Mainichi Broadcasting System', 'Movic', 'Shueisha', 'Dentsu', 'Aniplex']",['A-1 Pictures'],"['Fantasy', 'Action']",239,702369,1543,2017-01-07,2017-03-25
Aoki Hagane no Arpeggio: Ars Nova,7.36,2228,TV,12,Fall,"['Sotsu', 'flying DOG', 'KlockWorx', 'Ultra Super Pictures', 'Showgate', 'Shounen Gahousha']",['SANZIGEN'],"['Sci-Fi', 'Action']",1386,144629,921,2013-10-08,2013-12-24
BNA,7.36,2229,TV,12,Spring,"['TOHO animation', 'Movic', 'Toho Music', 'Bandai Spirits', 'Hakuhodo DY Media Partners', 'Ultra Super Pictures', 'Fuji TV', 'BS Fuji']",['Trigger'],"['Fantasy', 'Action']",617,330399,2441,2020-04-09,2020-06-25
Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,7.36,2230,OVA,1,,"['Magic Capsule', 'Movic', 'Shueisha', 'BS11', 'Aniplex']","['Arvo Animation', 'Silver']","['Comedy', 'Romance']",3236,37514,36,2020-04-03,2020-04-03
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,2231,TV,52,Spring,['TV Tokyo'],['Telescreen'],"['Adventure', 'Drama', 'Fantasy', 'Comedy']",7292,5665,56,1989-04-03,1990-03-29
Chiisana Penguin Lolo no Bouken,7.36,2232,OVA,3,,"['Soyuzmultfilm', 'Life Work']",['Toei Animation'],"['Adventure', 'Drama', 'Fantasy', 'Slice of Life']",9093,3024,12,,
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.36,2233,Movie,1,,"['Bandai', 'Bandai Namco Entertainment', 'Hakuhodo DY Media Partners', 'Bandai Visual']",['Sunrise'],"['Sci-Fi', 'Action']",1195,173417,545,2012-07-16,2012-07-16
Detective Conan Bonus File: Fantasista Flower,7.36,2234,OVA,1,,"['Shogakukan-Shueisha Productions', 'Toho', 'Tokyo Movie Shinsha']","['add some', 'None found, ']","['Mystery', 'Sports', 'Comedy']",6064,9017,10,2012-04-14,2012-04-14
Flanders no Inu,7.36,2235,TV,52,Winter,"['add some', 'None found, ']",['Nippon Animation'],"['Drama', 'Slice of Life']",6734,6962,27,1975-01-05,1975-12-28
Futatsu no Spica,7.36,2236,TV,20,Fall,['NHK'],['Group TAC'],"['Drama', 'Supernatural', 'Sci-Fi']",5798,9992,67,2003-11-01,2004-03-27
Garo: Honoo no Kokuin,7.36,2237,TV,24,Fall,['Tohokushinsha Film Corporation'],['MAPPA'],"['Fantasy', 'Supernatural', 'Action']",1430,138615,433,2014-10-04,2015-03-28
Handa-kun,7.36,2238,TV,12,Summer,"['Memory-Tech', 'NichiNare', 'Docomo Anime Store', 'TC Entertainment', 'Square Enix', 'DAX Production', 'TBS', 'Lantis']",['Diomedéa'],['Comedy'],789,267263,813,2016-07-08,2016-09-23
Healer Girl,7.36,2239,TV,12,Spring,"['Live Viewing Japan', 'Bandai Namco Arts', 'Lantis']",['Studio 3Hz'],,3894,25916,142,2022-04-04,2022-06-20
Higashi no Eden: Falling Down,7.36,2240,Music,1,,"['add some', 'None found, ']",['Production I.G'],,5095,13755,15,2009-05-27,2009-05-27
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.36,2241,Special,6,,"['Genco', 'Lantis']",['TNK'],"['Comedy', 'Ecchi']",2037,85083,156,2015-07-24,2016-01-27
Huyao Xiao Hongniang: Nan Guo,7.36,2242,ONA,26,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures', 'bilibili']",['Haoliners Animation League'],"['Supernatural', 'Comedy', 'Romance']",6709,7017,16,2017-11-24,2018-06-22
Huyao Xiao Hongniang: Zhu Ye,7.36,2243,ONA,12,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","['Garden Culture', 'Haoliners Animation League']","['Drama', 'Supernatural', 'Comedy', 'Romance']",7863,4735,16,2019-03-01,2019-05-17
Hyouka: Motsubeki Mono wa,7.36,2244,OVA,1,,"['add some', 'None found, ']",['Kyoto Animation'],"['Mystery', 'Slice of Life']",1171,176388,144,2012-07-08,2012-07-08
Jibaku-kun,7.36,2245,TV,26,Fall,"['add some', 'None found, ']",['Trans Arts'],"['Adventure', 'Fantasy', 'Comedy']",5294,12608,59,1999-10-05,2000-03-28
Kaginado Season 2,7.36,2246,TV,12,Spring,"['add some', 'None found, ']",['LIDENFILMS Kyoto Studio'],['Comedy'],5589,10944,56,2022-04-13,2022-06-29
Kingyo Chuuihou!,7.36,2247,TV,54,Winter,['Toei Advertising'],['Toei Animation'],['Comedy'],9094,3023,15,1991-01-12,1992-02-29
"Wei, Kanjian Erduo La! 2",7.36,2248,ONA,12,,"['bilibili', 'Alchemy Bros.']",['monofilmo'],"['Slice of Life', 'Comedy', 'Boys Love']",6027,9173,32,2019-02-02,2019-04-13
Yowamushi Pedal: Re:Ride,7.36,2249,Movie,1,,['TOHO animation'],['TMS Entertainment'],['Sports'],5441,11670,9,2014-09-19,2014-09-19
Yowamushi Pedal: Special Ride,7.36,2250,OVA,1,,['TOHO animation'],['TMS Entertainment'],['Sports'],4525,18646,11,2013-08-08,2013-08-08
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.36,2251,TV,12,Spring,"['add some', 'None found, ']",['Sunrise'],"['Sci-Fi', 'Action']",8592,3636,11,2005-04-11,2005-06-27
Yuyushiki,7.36,2252,TV,12,Spring,"['Magic Capsule', 'Geneon Universal Entertainment', 'Showgate', 'Exit Tunes', 'Houbunsha']",['Kinema Citrus'],['Comedy'],1818,101528,611,2013-04-10,2013-06-26
Zoids,7.36,2253,TV,67,Fall,"['add some', 'None found, ']",['Xebec'],"['Adventure', 'Sci-Fi', 'Comedy', 'Action']",2845,47346,255,1999-09-04,2000-12-23
Un-Go,7.35,2254,TV,11,Fall,"['Toho', 'Fujipacific Music', 'Sony Music Entertainment', 'Dentsu', 'Fuji TV']",['Bones'],"['Supernatural', 'Mystery']",1382,145111,610,2011-10-14,2011-12-23
Urusei Yatsura OVA,7.35,2255,OVA,11,,"['add some', 'None found, ']","['Studio Deen', 'Madhouse', 'Magic Bus']","['Adventure', 'Sci-Fi', 'Comedy']",6810,6786,6,1985-09-24,1991-06-21
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,7.35,2256,Movie,1,,"['add some', 'None found, ']",['A-1 Pictures'],"['Comedy', 'Romance']",5433,11713,73,2019-06-14,2019-06-14
Yao Shen Ji 4th Season,7.35,2257,ONA,52,,['bilibili'],['Ruo Hong Culture'],"['Adventure', 'Fantasy', 'Romance', 'Action']",7362,5537,28,2020-04-08,2020-09-27
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,7.35,2258,Movie,1,,"['TOHO animation', 'flying DOG', 'Kodansha', 'Dentsu', 'Bandai Visual']",['Production I.G'],['Sci-Fi'],3001,43228,27,2014-06-28,2014-06-28
Mai-Otome 0: S.ifr,7.35,2259,OVA,3,,"['add some', 'None found, ']",['Sunrise'],['Sci-Fi'],5046,14075,30,2008-02-21,2008-11-21
Mama wa Shougaku 4 Nensei,7.35,2260,TV,51,Winter,"['add some', 'None found, ']",['Sunrise'],"['Drama', 'Sci-Fi', 'Comedy']",7168,5951,37,1992-01-10,1992-12-25
Nami yo Kiitekure,7.35,2261,TV,12,Spring,"['Mainichi Broadcasting System', 'Kodansha', 'DMM Music', 'DMM pictures']",['Sunrise'],"['Drama', 'Comedy', 'Romance']",2123,78545,173,2020-04-04,2020-06-20
One Piece: Romance Dawn Story,7.35,2262,OVA,1,,"['add some', 'None found, ']",['Toei Animation'],"['Adventure', 'Fantasy', 'Action']",2807,48538,23,2008-11-24,2008-11-24
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,7.35,2263,Special,1,,"['add some', 'None found, ']",['A-1 Pictures'],"['Sports', 'Comedy']",6330,8102,4,2010-12-22,2010-12-22
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.35,2264,ONA,4,,"['AIC', 'Aniplex']",['AIC Build'],"['Comedy', 'Romance']",1125,183093,200,2011-02-22,2011-05-31
Otome Game Sekai wa Mob ni Kibishii Sekai desu,7.35,2265,TV,12,Spring,"['Kadokawa Media House', 'AT-X', 'Sammy', 'Kadokawa', 'Micro Magazine Publishing', 'bilibili', 'Micro House']",['ENGI'],['Fantasy'],989,210817,1584,2022-04-03,2022-06-19
Oushitsu Kyoushi Heine Movie,7.35,2266,Movie,1,,['Sotsu'],['Tear Studio'],['Comedy'],4227,21667,43,2019-02-16,2019-02-16
Pandora Hearts Omake,7.35,2267,Special,9,,"['flying DOG', 'Square Enix']",['Xebec'],['Comedy'],2943,44534,102,2009-07-24,2010-03-25
Perfect Day,7.35,2268,Music,1,,"['add some', 'None found, ']",['Madhouse'],,5523,11262,17,,
Pokemon XY,7.35,2269,TV,93,Fall,['TV Tokyo'],['OLM'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",1320,153820,510,2013-10-17,2015-10-22
